,PLAYER_NAME,PLAYER_ID,cluster,cluster_name
108,Deni Avdija,1630166,4,Two-way Role Players
109,Dennis Schröder,203471,10,Secondary Scoring Guards
110,Dennis Smith Jr.,1628372,1,Backup PGs
111,Dereck Lively II,1641726,2,Rim Runners
112,Derrick Jones Jr.,1627884,7,3-and-D Wings
113,Derrick Rose,201565,1,Backup PGs
114,Derrick White,1628401,10,Secondary Scoring Guards
115,Desmond Bane,1630217,10,Secondary Scoring Guards
116,Devin Booker,1626164,0,Elite Scoring Guards
117,Devin Vassell,1630170,10,Secondary Scoring Guards
118,Devonte' Graham,1628984,1,Backup PGs
119,Dillon Brooks,1628415,7,3-and-D Wings
120,Domantas Sabonis,1627734,8,Elite Offensive Bigs
121,Dominick Barlow,1631230,12,Backup Bigs
122,Donovan Mitchell,1628378,0,Elite Scoring Guards
123,Donte DiVincenzo,1628978,7,3-and-D Wings
124,Dorian Finney-Smith,1627827,3,Floor Spacers
125,Doug McDermott,203926,3,Floor Spacers
126,Draymond Green,203110,4,Two-way Role Players
127,Drew Eubanks,1629234,12,Backup Bigs
128,Duncan Robinson,1629130,7,3-and-D Wings
129,Duop Reath,1641871,11,Fringe Bigs
130,Dwight Powell,203939,12,Backup Bigs
131,Dyson Daniels,1630700,3,Floor Spacers
132,Eric Gordon,201569,7,3-and-D Wings
133,Eugene Omoruyi,1630647,11,Fringe Bigs
134,Evan Fournier,203095,3,Floor Spacers
135,Evan Mobley,1630596,2,Rim Runners
136,Franz Wagner,1630532,5,Versatile Wings
137,Fred VanVleet,1627832,10,Secondary Scoring Guards
138,Furkan Korkmaz,1627788,6,Low-usage Bench Players
139,GG Jackson,1641713,7,3-and-D Wings
140,Garrett Temple,202066,6,Low-usage Bench Players
141,Garrison Mathews,1629726,3,Floor Spacers
142,Gary Harris,203914,3,Floor Spacers
143,Gary Payton II,1627780,3,Floor Spacers
144,Gary Trent Jr.,1629018,7,3-and-D Wings
145,Georges Niang,1627777,7,3-and-D Wings
146,Giannis Antetokounmpo,203507,8,Elite Offensive Bigs
147,Goga Bitadze,1629048,12,Backup Bigs
148,Gordon Hayward,202330,4,Two-way Role Players
149,Gradey Dick,1641711,7,3-and-D Wings
150,Grant Williams,1629684,9,Stretch Bigs
151,Grayson Allen,1628960,7,3-and-D Wings
152,Gui Santos,1630611,11,Fringe Bigs
153,Harrison Barnes,203084,7,3-and-D Wings
154,Harry Giles III,1628385,11,Fringe Bigs
155,Haywood Highsmith,1629312,3,Floor Spacers
156,Herbert Jones,1630529,7,3-and-D Wings
157,Ibou Badji,1630641,12,Backup Bigs
158,Immanuel Quickley,1630193,10,Secondary Scoring Guards
159,Isaac Okoro,1630171,7,3-and-D Wings
160,Isaiah Hartenstein,1628392,2,Rim Runners
161,Isaiah Jackson,1630543,12,Backup Bigs
162,Isaiah Joe,1630198,3,Floor Spacers
163,Isaiah Livers,1630587,6,Low-usage Bench Players
164,Isaiah Stewart,1630191,9,Stretch Bigs
165,Ish Smith,202397,1,Backup PGs
166,Ivica Zubac,1627826,2,Rim Runners
167,JT Thor,1630550,6,Low-usage Bench Players
168,JaVale McGee,201580,12,Backup Bigs
169,Jabari Smith Jr.,1631095,9,Stretch Bigs
170,Jabari Walker,1631133,11,Fringe Bigs
171,Jacob Gilyard,1631367,1,Backup PGs
172,Jaden Hardy,1630702,1,Backup PGs
173,Jaden Ivey,1631093,10,Secondary Scoring Guards
174,Jaden McDaniels,1630183,7,3-and-D Wings
175,Jaden Springer,1630531,6,Low-usage Bench Players
176,Jae Crowder,203109,3,Floor Spacers
177,Jae'Sean Tate,1630256,3,Floor Spacers
178,Jaime Jaquez Jr.,1631170,4,Two-way Role Players
179,Jake LaRavia,1631222,4,Two-way Role Players
180,Jakob Poeltl,1627751,2,Rim Runners
181,Jalen Brunson,1628973,0,Elite Scoring Guards
182,Jalen Duren,1631105,2,Rim Runners
183,Jalen Green,1630224,10,Secondary Scoring Guards
184,Jalen Hood-Schifino,1641720,6,Low-usage Bench Players
185,Jalen Johnson,1630552,4,Two-way Role Players
186,Jalen McDaniels,1629667,6,Low-usage Bench Players
187,Jalen Pickett,1629618,1,Backup PGs
188,Jalen Smith,1630188,9,Stretch Bigs
189,Jalen Suggs,1630591,7,3-and-D Wings
190,Jalen Williams,1631114,10,Secondary Scoring Guards
191,Jalen Wilson,1630592,3,Floor Spacers
192,Jamal Cain,1631288,11,Fringe Bigs
193,Jamal Murray,1627750,0,Elite Scoring Guards
194,James Harden,201935,10,Secondary Scoring Guards
195,James Wiseman,1630164,12,Backup Bigs
196,Jarace Walker,1641716,6,Low-usage Bench Players
197,Jared Butler,1630215,1,Backup PGs
198,Jaren Jackson Jr.,1628991,5,Versatile Wings
199,Jarred Vanderbilt,1629020,12,Backup Bigs
200,Jarrett Allen,1628386,2,Rim Runners
201,Javon Freeman-Liberty,1631241,4,Two-way Role Players
202,Jaxson Hayes,1629637,12,Backup Bigs
203,Jay Huff,1630643,11,Fringe Bigs
204,Jaylen Brown,1627759,5,Versatile Wings
205,Jaylin Williams,1631119,6,Low-usage Bench Players
206,Jayson Tatum,1628369,5,Versatile Wings
207,Jeff Green,201145,11,Fringe Bigs
208,Jerami Grant,203924,5,Versatile Wings
209,Jeremiah Robinson-Earl,1630526,6,Low-usage Bench Players
210,Jeremy Sochan,1631110,4,Two-way Role Players
211,Jericho Sims,1630579,12,Backup Bigs
212,Jerome Robinson,1629010,11,Fringe Bigs
213,Jevon Carter,1628975,3,Floor Spacers
214,Jimmy Butler III,202710,5,Versatile Wings
215,Jock Landale,1629111,12,Backup Bigs
216,Joe Ingles,204060,3,Floor Spacers
217,Joel Embiid,203954,8,Elite Offensive Bigs
218,John Collins,1628381,9,Stretch Bigs
219,John Konchar,1629723,3,Floor Spacers
220,Johnny Davis,1631098,6,Low-usage Bench Players
221,Johnny Juzang,1630548,3,Floor Spacers
222,Jonas Valančiūnas,202685,2,Rim Runners
223,Jonathan Isaac,1628371,11,Fringe Bigs
224,Jonathan Kuminga,1630228,4,Two-way Role Players
225,Jontay Porter,1629007,6,Low-usage Bench Players
226,Jordan Clarkson,203903,10,Secondary Scoring Guards
227,Jordan Goodwin,1630692,4,Two-way Role Players
228,Jordan Hawkins,1641722,3,Floor Spacers
229,Jordan McLaughlin,1629162,1,Backup PGs
230,Jordan Nwora,1629670,11,Fringe Bigs
231,Jordan Poole,1629673,10,Secondary Scoring Guards
232,Jose Alvarado,1630631,7,3-and-D Wings
233,Josh Giddey,1630581,4,Two-way Role Players
234,Josh Green,1630182,7,3-and-D Wings
235,Josh Hart,1628404,4,Two-way Role Players
236,Josh Minott,1631169,11,Fringe Bigs
237,Josh Okogie,1629006,3,Floor Spacers
238,Josh Richardson,1626196,7,3-and-D Wings
239,Jrue Holiday,201950,10,Secondary Scoring Guards
240,Julian Champagnie,1630577,3,Floor Spacers
241,Julian Phillips,1641763,6,Low-usage Bench Players
242,Julian Strawther,1631124,6,Low-usage Bench Players
243,Julius Randle,203944,5,Versatile Wings
244,Justin Holiday,203200,3,Floor Spacers
245,Justin Minaya,1631303,6,Low-usage Bench Players
246,Jusuf Nurkić,203994,2,Rim Runners
247,KJ Martin,1630231,12,Backup Bigs
248,Karl-Anthony Towns,1626157,5,Versatile Wings
249,Kawhi Leonard,202695,5,Versatile Wings
250,Keegan Murray,1631099,7,3-and-D Wings
251,Keita Bates-Diop,1628966,6,Low-usage Bench Players
252,Keldon Johnson,1629640,7,3-and-D Wings
253,Kelly Olynyk,203482,9,Stretch Bigs
254,Kelly Oubre Jr.,1626162,7,3-and-D Wings
255,Kenneth Lofton Jr.,1631254,11,Fringe Bigs
256,Kenrich Williams,1629026,3,Floor Spacers
257,Kentavious Caldwell-Pope,203484,7,3-and-D Wings
258,Keon Ellis,1631165,3,Floor Spacers
259,Kessler Edwards,1630556,6,Low-usage Bench Players
260,Kevin Durant,201142,5,Versatile Wings
261,Kevin Huerter,1628989,7,3-and-D Wings
262,Kevin Knox II,1628995,3,Floor Spacers
263,Kevin Love,201567,9,Stretch Bigs
264,Kevon Looney,1626172,12,Backup Bigs
265,Keyonte George,1641718,10,Secondary Scoring Guards
266,Khris Middleton,203114,10,Secondary Scoring Guards
267,Killian Hayes,1630165,1,Backup PGs
268,Kira Lewis Jr.,1630184,1,Backup PGs
269,Klay Thompson,202691,7,3-and-D Wings
270,Kobe Brown,1641738,6,Low-usage Bench Players
271,Kris Dunn,1627739,1,Backup PGs
272,Kris Murray,1631200,3,Floor Spacers
273,Kristaps Porziņģis,204001,9,Stretch Bigs
274,Kyle Anderson,203937,4,Two-way Role Players
275,Kyle Kuzma,1628398,5,Versatile Wings
276,Kyle Lowry,200768,1,Backup PGs
277,Kyrie Irving,202681,0,Elite Scoring Guards
278,LaMelo Ball,1630163,0,Elite Scoring Guards
279,Lamar Stevens,1630205,11,Fringe Bigs
280,Landry Shamet,1629013,3,Floor Spacers
281,Larry Nance Jr.,1626204,9,Stretch Bigs
282,Lauri Markkanen,1628374,9,Stretch Bigs
283,LeBron James,2544,5,Versatile Wings
284,Leaky Black,1641778,6,Low-usage Bench Players
285,Lester Quinones,1631311,3,Floor Spacers
286,Lindy Waters III,1630322,3,Floor Spacers
287,Lonnie Walker IV,1629022,7,3-and-D Wings
288,Luguentz Dort,1629652,7,3-and-D Wings
289,Luka Dončić,1629029,0,Elite Scoring Guards
290,Luka Garza,1630568,11,Fringe Bigs
291,Luka Samanic,1629677,11,Fringe Bigs
292,Luke Kennard,1628379,7,3-and-D Wings
293,Luke Kornet,1628436,12,Backup Bigs
294,Malachi Flynn,1630201,1,Backup PGs
295,Malaki Branham,1631103,7,3-and-D Wings
296,Malcolm Brogdon,1627763,10,Secondary Scoring Guards
297,Malik Beasley,1627736,7,3-and-D Wings
298,Malik Monk,1628370,10,Secondary Scoring Guards
299,MarJon Beauchamp,1630699,3,Floor Spacers
300,Marcus Morris Sr.,202694,3,Floor Spacers
301,Marcus Sasser,1631204,1,Backup PGs
302,Marcus Smart,203935,10,Secondary Scoring Guards
303,Markelle Fultz,1628365,4,Two-way Role Players
304,Markieff Morris,202693,6,Low-usage Bench Players
305,Marvin Bagley III,1628963,2,Rim Runners
306,Mason Plumlee,203486,12,Backup Bigs
307,Matisse Thybulle,1629680,3,Floor Spacers
308,Matt Ryan,1630346,3,Floor Spacers
309,Max Christie,1631108,3,Floor Spacers
310,Max Strus,1629622,7,3-and-D Wings
311,Maxi Kleber,1628467,3,Floor Spacers
312,Maxwell Lewis,1641721,6,Low-usage Bench Players
313,Michael Porter Jr.,1629008,9,Stretch Bigs
314,Mikal Bridges,1628969,7,3-and-D Wings
315,Mike Conley,201144,10,Secondary Scoring Guards
316,Mike Muscala,203488,6,Low-usage Bench Players
317,Miles Bridges,1628970,5,Versatile Wings
318,Miles McBride,1630540,7,3-and-D Wings
319,Mitchell Robinson,1629011,2,Rim Runners
320,Mo Bamba,1628964,12,Backup Bigs
321,Monte Morris,1628420,1,Backup PGs
322,Moritz Wagner,1629021,2,Rim Runners
323,Moses Brown,1629650,12,Backup Bigs
324,Moses Moody,1630541,11,Fringe Bigs
325,Myles Turner,1626167,9,Stretch Bigs
326,Naji Marshall,1630230,3,Floor Spacers
327,Nassir Little,1629642,3,Floor Spacers
328,Nate Williams,1631466,11,Fringe Bigs
329,Nathan Mensah,1641877,12,Backup Bigs
330,Naz Reid,1629675,9,Stretch Bigs
331,Neemias Queta,1629674,12,Backup Bigs
332,Nic Claxton,1629651,2,Rim Runners
333,Nick Richards,1630208,2,Rim Runners
334,Nick Smith Jr.,1641733,3,Floor Spacers
335,Nickeil Alexander-Walker,1629638,7,3-and-D Wings
336,Nicolas Batum,201587,3,Floor Spacers
337,Nikola Jokić,203999,8,Elite Offensive Bigs
338,Nikola Jović,1631107,3,Floor Spacers
339,Nikola Vučević,202696,8,Elite Offensive Bigs
340,Noah Clowney,1641730,11,Fringe Bigs
341,Norman Powell,1626181,7,3-and-D Wings
342,OG Anunoby,1628384,7,3-and-D Wings
343,Obi Toppin,1630167,9,Stretch Bigs
344,Ochai Agbaji,1630534,3,Floor Spacers
345,Olivier-Maxence Prosper,1641765,6,Low-usage Bench Players
346,Omer Yurtseven,1630209,12,Backup Bigs
347,Onuralp Bitim,1641931,6,Low-usage Bench Players
348,Onyeka Okongwu,1630168,2,Rim Runners
349,Orlando Robinson,1631115,12,Backup Bigs
350,Oshae Brissett,1629052,11,Fringe Bigs
351,Ousmane Dieng,1631172,3,Floor Spacers
352,P.J. Tucker,200782,6,Low-usage Bench Players
353,P.J. Washington,1629023,9,Stretch Bigs
354,Paolo Banchero,1631094,5,Versatile Wings
355,Pascal Siakam,1627783,5,Versatile Wings
356,Pat Connaughton,1626192,3,Floor Spacers
357,Patrick Baldwin Jr.,1631116,6,Low-usage Bench Players
358,Patrick Beverley,201976,1,Backup PGs
359,Patrick Williams,1630172,7,3-and-D Wings
360,Patty Mills,201988,3,Floor Spacers
361,Paul George,202331,5,Versatile Wings
362,Paul Reed,1630194,12,Backup Bigs
363,Payton Pritchard,1630202,1,Backup PGs
364,Peyton Watson,1631212,3,Floor Spacers
365,Precious Achiuwa,1630173,12,Backup Bigs
366,Quentin Grimes,1629656,3,Floor Spacers
367,RJ Barrett,1629628,5,Versatile Wings
368,Rayan Rupert,1641712,6,Low-usage Bench Players
369,Reggie Bullock Jr.,203493,3,Floor Spacers
370,Reggie Jackson,202704,10,Secondary Scoring Guards
371,Richaun Holmes,1626158,12,Backup Bigs
372,Ricky Council IV,1641741,11,Fringe Bigs
373,Robert Covington,203496,3,Floor Spacers
374,Royce O'Neale,1626220,3,Floor Spacers
375,Rudy Gobert,203497,2,Rim Runners
376,Rui Hachimura,1629060,9,Stretch Bigs
377,Russell Westbrook,201566,4,Two-way Role Players
378,Ryan Arcidiacono,1627853,6,Low-usage Bench Players
379,Saben Lee,1630240,1,Backup PGs
380,Saddiq Bey,1630180,7,3-and-D Wings
381,Sam Hauser,1630573,3,Floor Spacers
382,Sam Merrill,1630241,3,Floor Spacers
383,Sandro Mamukelashvili,1630572,11,Fringe Bigs
384,Santi Aldama,1630583,9,Stretch Bigs
385,Sasha Vezenkov,1628426,3,Floor Spacers
386,Scoot Henderson,1630703,10,Secondary Scoring Guards
387,Scottie Barnes,1630567,5,Versatile Wings
388,Scotty Pippen Jr.,1630590,10,Secondary Scoring Guards
389,Seth Curry,203552,3,Floor Spacers
390,Shaedon Sharpe,1631101,4,Two-way Role Players
391,Shai Gilgeous-Alexander,1628983,0,Elite Scoring Guards
392,Shake Milton,1629003,3,Floor Spacers
393,Simone Fontecchio,1631323,7,3-and-D Wings
394,Skylar Mays,1630219,1,Backup PGs
395,Spencer Dinwiddie,203915,10,Secondary Scoring Guards
396,Stanley Umude,1630649,3,Floor Spacers
397,Stephen Curry,201939,0,Elite Scoring Guards
398,Svi Mykhailiuk,1629004,3,Floor Spacers
399,T.J. McConnell,204456,10,Secondary Scoring Guards
400,Taj Gibson,201959,6,Low-usage Bench Players
401,Talen Horton-Tucker,1629659,10,Secondary Scoring Guards
402,Tari Eason,1631106,9,Stretch Bigs
403,Taurean Prince,1627752,7,3-and-D Wings
404,Taylor Hendricks,1641707,3,Floor Spacers
405,Terance Mann,1629611,3,Floor Spacers
406,Terry Rozier,1626179,10,Secondary Scoring Guards
407,Terry Taylor,1630678,12,Backup Bigs
408,Thaddeus Young,201152,12,Backup Bigs
409,Thanasis Antetokounmpo,203648,6,Low-usage Bench Players
410,Thomas Bryant,1628418,12,Backup Bigs
411,Tim Hardaway Jr.,203501,7,3-and-D Wings
412,Tobias Harris,202699,9,Stretch Bigs
413,Torrey Craig,1628470,3,Floor Spacers
414,Toumani Camara,1641739,3,Floor Spacers
415,Trae Young,1629027,0,Elite Scoring Guards
416,Trayce Jackson-Davis,1631218,12,Backup Bigs
417,Tre Jones,1630200,10,Secondary Scoring Guards
418,Tre Mann,1630544,10,Secondary Scoring Guards
419,Trendon Watford,1630570,11,Fringe Bigs
420,Trent Forrest,1630235,1,Backup PGs
421,Trey Jemison III,1641998,2,Rim Runners
422,Trey Lyles,1626168,3,Floor Spacers
423,Trey Murphy III,1630530,7,3-and-D Wings
424,Tristan Thompson,202684,12,Backup Bigs
425,Troy Brown Jr.,1628972,6,Low-usage Bench Players
426,Tyler Herro,1629639,10,Secondary Scoring Guards
427,Tyrese Haliburton,1630169,0,Elite Scoring Guards
428,Tyrese Maxey,1630178,0,Elite Scoring Guards
429,Tyus Jones,1626145,10,Secondary Scoring Guards
430,Vasilije Micic,203995,1,Backup PGs
431,Victor Wembanyama,1641705,8,Elite Offensive Bigs
432,Vince Williams Jr.,1631246,7,3-and-D Wings
433,Vít Krejčí,1630249,3,Floor Spacers
434,Walker Kessler,1631117,2,Rim Runners
435,Wendell Carter Jr.,1628976,9,Stretch Bigs
436,Wendell Moore Jr.,1631111,6,Low-usage Bench Players
437,Wesley Matthews,202083,6,Low-usage Bench Players
438,Xavier Tillman,1630214,6,Low-usage Bench Players
439,Yuta Watanabe,1629139,6,Low-usage Bench Players
440,Zach Collins,1628380,9,Stretch Bigs
441,Zach LaVine,203897,10,Secondary Scoring Guards
442,Zeke Nnaji,1630192,12,Backup Bigs
443,Ziaire Williams,1630533,3,Floor Spacers
444,Zion Williamson,1629627,5,Versatile Wings
